"_acl.*.r",_acl.*.w,_acl.9eF1W1pu4q.r,_acl.9eF1W1pu4q.w,_acl.FQ1Xe0d6Qd.r,_acl.FQ1Xe0d6Qd.w,_acl.SnQkkuL1NC.r,_acl.SnQkkuL1NC.w,_acl.rIJxILE6XL.r,_acl.rIJxILE6XL.w,_acl.t0egIyLR5z.r,_acl.t0egIyLR5z.w,_created_at,_id,_p_autor,_p_estudiante,_p_tipo,_rperm.0,_rperm.1,_updated_at,_wperm.0,_wperm.1,actionTaken,aprobado,descripcion,fechaEntrega,grupos.0.__type,grupos.0.className,grupos.0.objectId,grupos.1.__type,grupos.1.className,grupos.1.objectId,grupos.2.__type,grupos.2.className,grupos.2.objectId,grupos.3.__type,grupos.3.className,grupos.3.objectId,materia,titulo
true,true,,,,,,,,,,,2016-09-02T15:30:42.572Z,buQ72yaV4E,_User$3sUG6wdtF7,Estudiantes$E9CkqllAYJ,tipoAnuncio$8RDIvLSSbA,*,3sUG6wdtF7,2016-09-02T17:13:04.655Z,3sUG6wdtF7,*,true,true,"hola buenos días, la hoja de historia clínica de carmín se encuentra dentro de la mochila\nmuchas gracias, excelente día!!!",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-03T20:01:38.006Z,bvfoI7A2gi,_User$qutwVYEujY,Estudiantes$bTGrkiHwRR,tipoAnuncio$8RDIvLSSbA,,,2016-10-03T20:40:22.999Z,,,true,true,Miss Lala el precio del material es en dólares ??! 😳,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-01-14T20:43:53.058Z,bvq8tgwv3U,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2016-02-24T23:02:06.092Z,,,,true,"Buenas tardes Papitos:\nEl próximo miércoles 20 de enero realizaremos una actividad relacionada con la educación vial. Por lo cual,solicitamos su apoyo mandando un triciclo o bicicleta pequeña (con plantitas de entrenamiento) que tengan en casa para el día martes 19. Los estaremos recibiendo en el carrusel a la hora de bajar a su pequeño(a).\nNOTA: Es indispensable que venga marcada con su nombre.\nGracias por su apoyos.\nAtentamente\nL.C.C. Ana Laura Monroy",,Pointer,grupo,HxsN3Wf3WF,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-04-18T20:24:32.032Z,bxNVPs2QdI,_User$w1s64A3qj0,Estudiantes$cbdLvH69rV,tipoAnuncio$UvcbCWcRGE,*,w1s64A3qj0,2016-04-18T20:24:32.032Z,*,w1s64A3qj0,,true,"Hay algún rango de edad de las chicas que están en la casa? Es para poder identificar qué cosas podemos aportar, gracias",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-13T05:24:44.976Z,bxVdIcVVXG,_User$GOuNQjl5Mk,Estudiantes$QPMoXzQ3sb,tipoAnuncio$cVxa8V84VG,,,2016-09-13T14:05:10.759Z,,,true,true,"Hola Miss Lala,\n\nPara comentarle que llegamos muy tarde a casa y Luis  Miguel llego dormido por lo que no pudo hacer la tarea, por favor que me envíen los libros para que Migue se recupere.\n\nMuchas gracias \n\n\n",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-17T18:32:50.652Z,bxVmdfeAyg,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-27T02:26:06.708Z,,,,true,Papitos: \nLes ofrezco una disculpa enorme. La tarea de hoy es solamente la página 20.\nMe adelanté a escribir la de mañana.\nSaludos.\nMiss Lala,2016-10-18T18:32:51.000Z,Pointer,grupo,JUJC6JvxFz,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,,,,Inglés,
"",,,,,,,,,,,,2016-08-23T15:27:23.962Z,byl57RaR6a,_User$2prODvgVi6,Estudiantes$ojyfcrXRJv,tipoAnuncio$4e5Ojw4gRT,,,2016-08-23T15:27:23.962Z,,,,true,"Buenos días!\nNecesito pedirles de favor, nos apoyen a que Leo no traiga ningún tipo de juguete a la escuela, ya que nos costó mucho trabajo y llanto que lo dejara en la mochila.\nDe verdad es muy importante reforzar en casa que los juguetes no vienen a la escuela.\nEn general Leo ha estado bien, sin embargo este tipo de situaciones interfieren en los avances que podemos lograr con él.\nQuedo a sus órdenes \nMiss Lala",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-09T20:13:04.393Z,c7UvnmTr7v,_User$2prODvgVi6,Estudiantes$3hnVpoS9hR,tipoAnuncio$8RDIvLSSbA,,,2016-03-09T20:13:04.393Z,,,,true,"Buenas tardes \nEste mensaje va dirigido exclusivamente a los papás del Colegio del Ángel que tienen hijos en maternal y en preescolar. El sábado 12, día del festival, estaremos recibiendo a su pequeño(a) al mismo tiempo que los alumnos de Maternal, a partir de las 8:30. Esto será por puerta principal (filtro).\nYa tienen que venir vestidos y peinados como su Miss les indicó.\nCualquier duda, estoy a sus órdenes.\nSaludos\nMiss Lala",,,,,,,,,,,,,,General,
true,true,,,,,,,true,true,,,2016-08-23T18:22:52.020Z,c7YIEU8UBI,_User$rIJxILE6XL,Estudiantes$k9X7bxxVai,tipoAnuncio$8RDIvLSSbA,rIJxILE6XL,*,2016-08-24T14:16:21.073Z,*,rIJxILE6XL,true,true,para miss Tere de emociones.  miss quería saber cómo la vio hoy a Sofi en su clase  porque a parte de su pancita la note un poco intranquila,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-08-30T16:02:56.461Z,c8aGxM6T4y,_User$2prODvgVi6,Estudiantes$3hnVpoS9hR,tipoAnuncio$4e5Ojw4gRT,,,2016-08-30T16:02:56.461Z,,,,true,"Buenos días!\nEs de suma importancia que Matías tenga ya sus útiles completos en el salón, ya que hoy empezaron a utilizar algunos libros y se va a atrasar. También debe portar las prendas oficiales del uniforme por favor.\nLa cita con su Miss titular de español es el jueves 1 de septiembre a las 8. La esperamos.\nSaludos \nMiss Lala ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-03T18:17:29.775Z,c9WCekoK2V,_User$2prODvgVi6,Estudiantes$HfnFXSY8R1,tipoAnuncio$8RDIvLSSbA,,,2016-10-03T18:17:29.775Z,,,,true,Hola señora. Buenos días!\nMuchas gracias por la colección de insectos que nos mandó. Me pregunta Miss Gaby si se pueden quedar con ella hasta el miércoles  para seguir mostrándola a todos los pequeños.\nSaludos.\nMiss Lala\n,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-08T00:08:24.595Z,cAqIA2uFmU,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2016-08-23T16:02:05.965Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,Pointer,grupo,pSku5ZBZAv,,,,,,,,,,General,
"",,,,,,,,,,,,2016-05-25T17:56:53.868Z,cCj4tDMCZJ,_User$2prODvgVi6,Estudiantes$KnZt2qmy1M,tipoAnuncio$8RDIvLSSbA,,,2016-05-25T17:56:53.868Z,,,,true,Con mucho gusto le hago llegar sus comentarios a Miss Carmelita y a Miss Melba. Gracias por avisarnos.\nQue se recupere pronto.\nSaludos\nMiss Lala,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-03T01:03:00.156Z,cDoGrLrnCT,_User$8iskVpWUdI,,tipoAnuncio$UvcbCWcRGE,,,2016-08-24T17:44:06.811Z,,,,true,"Estimados padres de familia: les informamos que ya tenemos los nuevos precios de Colegiaturas, Uniformes y demás conceptos, que estarán vigentes para el ciclo 2016-2017. Les invitamos a aprovechar los descuentos en el pago de Cuota Anual de Materiales e Inscripción: 10% en Marzo, 7.5% en Abril y 5% en Mayo. Mayores informes en: Caja, Relaciones Públicas y Dirección Adjunta.",,Pointer,grupo,JUJC6JvxFz,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-08T23:38:01.640Z,cFy35v85au,_User$JOlWb1fZ4S,Estudiantes$0e9vs8n6zp,tipoAnuncio$8RDIvLSSbA,,,2016-09-09T14:49:31.774Z,,,true,true,Mis Lala;\n\nAgradezco mucho su atención con Jorge Santiago en el incidente que le paso en el baño...  \n\nMuchas gracias de nuevo a usted y su equipo.\n\n\n\nSaludos\n\nSantiago Cadena,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-08T20:01:27.075Z,cG3tFfACAu,_User$2prODvgVi6,Estudiantes$SqFWWUvNhc,tipoAnuncio$UvcbCWcRGE,,,2016-03-08T20:01:27.075Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-12-12T17:38:45.326Z,cI6N2QhGQZ,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-12-15T14:24:32.464Z,,,,true,"¡Buenos días papitos! \n-Manual de pregrafismos página 20.\nTraza con tres colores diferentes cada espiral. \nGracias. \nMiss Sandra y Miss Alexa ",2016-12-13T17:38:46.000Z,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,Pointer,grupo,JUJC6JvxFz,,,,Español,
"",,,,,,,,,,,,2016-03-08T20:16:41.198Z,cMN7CbkEFQ,_User$2prODvgVi6,Estudiantes$1j4GfuUWIm,tipoAnuncio$UvcbCWcRGE,,,2016-03-08T20:16:41.198Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-21T21:14:32.086Z,cN9xW3uGC7,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-09-23T01:01:48.671Z,,,,true,Buenas tardes!\nUna disculpa por poner la tarea hasta ahorita.\nManual de matemáticas página 9.\nRemarca varias veces los arcos de manera continua de ida y vuelta sin despegar la crayola.\nUtiliza dos crayolas de diferente color.\nEl arco tiene que ir reduciendo su tamaño.\nGracias\nMiss Alexa y Miss Sandra.,2016-09-22T21:14:35.000Z,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,Pointer,grupo,JUJC6JvxFz,,,,Español,
"",,,,,,,,,,,,2016-10-12T17:29:22.421Z,cSI20DUJ7c,_User$jjqsGnt06T,Estudiantes$dOnWt5jF1o,tipoAnuncio$8RDIvLSSbA,,,2016-10-12T17:35:17.230Z,,,true,true,"Podrían enviar la tarea de Ingles y español? , para Ricky?",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-16T17:45:09.609Z,cW6s4yUB39,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-12-12T18:40:22.588Z,,,,true,"HOMEWORK\n-Manual de tarea página 33. \nUne con una línea la letra ""e"" minúscula con la letra ""E"" mayúscula.\n-Colorea los elefantes que tienen la letra ""e"". \nThank you! \nMiss Melba ",2016-11-17T17:45:20.000Z,Pointer,grupo,YUlRLGut9k,Pointer,grupo,HxsN3Wf3WF,,,,,,,Inglés,
"",,,,,,,,,,,,2016-08-16T14:05:46.474Z,cW6zV46KZz,_User$2prODvgVi6,Estudiantes$HfnFXSY8R1,tipoAnuncio$8RDIvLSSbA,,,2016-08-16T14:05:46.474Z,,,,true,"Buenos días señora!\nQuiero que usted esté tranquila. Nosotros le daremos el tiempo y el acompañamiento necesario hasta que Santi se sienta cómodo en la escuela. A veces somos los adultos los que suponemos que nuestros hijos se comportarán de cierta manera y no es cierto. Vamos a darle su tiempo y su espacio para que poco a poco se vaya acoplando a la nueva etapa de su vida. Al principio posiblemente no quiera venir a la escuela pero es normal. Todos los niños prefieren seguir en casa y no recibir instrucciones, reglas o límites en un lugar nuevo. De verdad quiero que usted esté tranquila. Nosotros nos ganaremos a mi niño poco a poco hasta que todo sea aceptado por él.\nYo me pongo nuevamente a sus órdenes por este medio, por vía telefónica o de forma personal.\nSaludos\nMiss Lala.",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-03T19:13:35.796Z,cYTSOjD6Yv,_User$2prODvgVi6,Estudiantes$HfnFXSY8R1,tipoAnuncio$8RDIvLSSbA,,,2016-10-03T19:13:35.796Z,,,,true,Son suficientes. No se preocupe.\nSaludos de regreso!,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-07T17:42:53.086Z,cZoohzwb9j,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-11-11T01:29:35.735Z,,,,true,"¡Buenos días Papitos! \n-Libro: Antes de escribir página 111.\nCopiar el dibujo como en el ejemplo. \n-Manual Español: Realizar las páginas 23 y 24.\nRecorta las sílabas y realiza el dictado de palabras. \nGracias. \nMiss Miriam. ",2016-11-08T17:42:58.000Z,Pointer,grupo,dTbUGaumaH,Pointer,grupo,pSku5ZBZAv,,,,,,,Español,
"",,,,,,,,,,,,2016-09-12T18:24:36.176Z,cbD1ARFhxM,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-09-14T17:57:24.237Z,,,,true,Buenas tardes!\nPágina 4.\nTraza los óvalos 3 veces cada uno con un solo color y dibuja las figuras que se indica dentro de cada óvalo. Coloréalas.\nGracias\nMiss Melba,2016-09-13T18:24:36.000Z,Pointer,grupo,HxsN3Wf3WF,Pointer,grupo,YUlRLGut9k,,,,,,,Inglés,
true,true,,,,,,,,,true,true,2016-09-14T17:31:04.981Z,cdiK1I3yJl,_User$t0egIyLR5z,Estudiantes$lhQopclBpK,tipoAnuncio$Kiot3adF10,*,t0egIyLR5z,2016-09-15T15:43:41.433Z,*,t0egIyLR5z,true,true,una disculpa! no termine de redactar...decia que se me complica antes de las 9 porque tengo que alistar a los niños para la escuela. muchas gracias y espero sus comentarios!,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-01-08T14:03:47.318Z,cf2dzU3KDD,_User$2prODvgVi6,Estudiantes$ZpivSqbHRS,tipoAnuncio$8RDIvLSSbA,,,2016-01-08T14:34:02.645Z,,,,true,"Buenos días!\nAyer mandé un mensaje para todo preescolar, deseando un feliz 2016. Sin embargo, pedí un ""hola"" para corroborar que lo hubieran recibido y no he tenido respuesta. Sería tan amable de decirme si le llegó algo?\nMuchas gracias\nMiss Lala",,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-10-31T19:26:07.389Z,cfaMsEeFQ8,_User$Q33Hpedria,Estudiantes$6FjwgJhsB7,tipoAnuncio$cVxa8V84VG,Q33Hpedria,*,2016-11-03T20:23:24.774Z,*,Q33Hpedria,true,true,"Buenas tardes: Con respecto a la tarea que se dejó el día jueves, no venía el manual de matemáticas en la mochila, se va a dejar posteriormente? Gracias",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-13T19:40:02.740Z,cj6BIOEdAe,_User$2prODvgVi6,Estudiantes$tVTWViZvcG,tipoAnuncio$8RDIvLSSbA,,,2016-09-13T19:40:02.740Z,,,,true,Con gusto!\nBuenas tardes.,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-18T17:07:57.318Z,cjddcK2LT2,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-27T02:26:51.502Z,,,,true,"¡Buenas tardes Papitos!\n-Libro vamos a trazar página 28. \nTraza los bastones iniciando en la cruz, siguiendo la dirección de la flecha. Utiliza dos colores. \nGracias. \nMiss Alexa y Miss Sandra ",2016-10-19T17:08:01.000Z,Pointer,grupo,JUJC6JvxFz,Pointer,grupo,8zoHGyLKb7,Pointer,grupo,64pgpsXXxk,,,,Español,
"",,,,,,,,,,,,2016-01-08T01:08:31.150Z,cjvgKRyK7n,_User$2prODvgVi6,Estudiantes$WYdcxownzx,tipoAnuncio$8RDIvLSSbA,,,2016-01-08T01:10:25.081Z,,,,true,Buenas tardes!\nMuchas gracias por el collar que hoy Santi me hizo favor de regalar.\nLes mando un abrazo y mis mejores deseos para este 2016.\nSaludos\nMiss Lala,,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-09-14T20:26:53.766Z,ckP9pzTm3U,_User$STXQrZyuZH,Estudiantes$XrNd0FxMU6,tipoAnuncio$8RDIvLSSbA,STXQrZyuZH,*,2016-09-15T15:47:48.432Z,*,STXQrZyuZH,true,true,"Buenas tardes miss lala ....!!! solo para confirmar q Dany se queda a ballet y expresión corporal ,muchas gracias\n",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2015-11-25T22:17:45.904Z,ckrHLGKZ8t,_User$kt3Lv0YSs6,Estudiantes$cpdaI2JhjD,tipoAnuncio$UvcbCWcRGE,,,2015-12-04T02:18:44.855Z,,,true,true,"Me gustó mucho la aplicación, está muy fácil de entender. Saludos!\n",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-06T01:47:09.606Z,clJekFMMr2,_User$mxPTtHq1G2,Estudiantes$R4cmD3rRYj,tipoAnuncio$cVxa8V84VG,,,2016-10-06T15:52:58.859Z,,,true,true,"Buenos días Miss :\n\nDisculpe la consulta   Del cuaderno de ejercicios que se entrega los viernes de ingles , en la fecha de 4 oct viene en la parte de arriba ""Illustrate the words"" pero no viene nada más escrito , tengo la duda de que se tiene que hacer , me apoya pf\n\ngracias\n\n\nMamá de Giselle \nSra Elizabeth Mares \n\n",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-05T15:05:20.075Z,clQqyCEFun,_User$2prODvgVi6,Estudiantes$IDdRmzjIAE,tipoAnuncio$8RDIvLSSbA,,,2016-09-05T15:05:20.075Z,,,,true,"Buenos días! \nMuchas gracias a usted por el apoyo y la rapidez en la solución de este molesto asunto por el que pasaron. De verdad estamos muy agradecidas.\nRespecto a lo de la ceremonia, en esta ocasión será el grupo de kínder 3 A así que le pasaré a Miss Miriam su petición.\nSaludos\nMiss Lala",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-18T20:49:44.214Z,cmkyC9spa8,_User$eg17wgXZl7,Estudiantes$Frf38DSxPm,tipoAnuncio$8RDIvLSSbA,,,2016-10-18T20:49:44.214Z,,,,true,"Mis Lala: solicito su valioso apoyo para que fuera tan amable de preguntar si alguien por error se llevó la bata de Maximilimo Nuñez. Vamos a cumplir dos semanas y aún no hay buenas noticias \n\nSaludos y muchas gracias ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-08-30T14:02:59.566Z,cnreNRzIDB,_User$2prODvgVi6,Estudiantes$aFf8OAPEL0,tipoAnuncio$8RDIvLSSbA,,,2016-08-30T14:02:59.566Z,,,,true,Buenos días!\nSeguimos sus instrucciones con gusto. \nSaludos\nMiss Lala,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-20T14:08:09.365Z,cozZSoXKSR,_User$2prODvgVi6,Estudiantes$5G3TQdNiyN,tipoAnuncio$8RDIvLSSbA,,,2016-09-20T14:08:09.365Z,,,,true,Buenos días!\nEs un hecho que Zoe ya estuvo en ambos talleres. Pero hoy la llevamos a ballet y mañana a expresión corporal sin problema.\nSaludos\nMiss Lala,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-01T20:52:07.930Z,cpVhd5r7KP,_User$2prODvgVi6,Estudiantes$lgBXhp5LkF,tipoAnuncio$knJCpPHggt,,,2016-11-01T20:52:07.930Z,,,,true,Buenas tardes! \nLes pedimos de favor mandar el jueves la leche especial de Ernesto.\nMuchas gracias\nEnfermería.,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-22T17:57:45.923Z,ctPBcVAzHg,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-12-09T22:35:53.819Z,,,,true,"¡Buenos días Papitos! \n-Libro vamos a trazar página 43.\n""La casita de la araña"" \nTraza varias veces, comienza en la cruz y sigue la dirección de le flecha.\nGracias.\nMiss Alexa ",2016-11-23T17:57:51.000Z,Pointer,grupo,64pgpsXXxk,Pointer,grupo,JUJC6JvxFz,,,,,,,Español,
"",,,,,,,,,,,,2016-09-08T14:25:03.678Z,cugM6boZOx,_User$2prODvgVi6,Estudiantes$yIA2rQ4L0o,tipoAnuncio$cVxa8V84VG,,,2016-09-08T14:25:03.678Z,,,,true,"Buenos días!\nEn inglés las letras las reconocen primero por puro sonido. Ejemplo:\nLetra ""a"" con su sonido aaaaa\nLetra ""b"" con su sonido bbbb\nLetra ""c"" con su sonido cccccc\nLetra ""d"" con su sonido ddddd\nLetra ""e"" con sus sonido eeeee\nLetra ""f"" con su sonido fffff\nLetra ""g"" con su sonido ggggg\nLetra ""h"" con su sonido j j j j j\nLetra ""i"" con su sonido  i i i i i\nLetra ""j""  con su sonido  yyyy\nHay que repasarlas dictando así por sonido en la página marcada con la fecha de hoy. Mañana hay dictado de la A a la J. Cuando ya estén bien aprendidas, empezaremos con dictado de palabras cortas. Ustedes en casa me apoyarán dictando así:\nCAT: ccccc  aaaaa  ttttt\nDOG: dddd  ooooo  gggg\nLAMP: l l l l   aaaaa  mmmm  pppp Así trabajaremos un tiempo. NO vamos a decir el nombre de la letra todavía.\nLes pido de favor que si tienen aún alguna duda, estoy a sus órdenes a las 2 de la tarde personalmente o con Miss Lala por la aplicación.\nSaludos cordiales.\nMiss Azucena",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-11-03T20:25:17.063Z,cvzSUUZU06,_User$SU3QH1LI2g,Estudiantes$V6nKESnPkG,tipoAnuncio$8RDIvLSSbA,,,2016-11-03T20:50:10.076Z,,,true,true,"Miss Lala\nBuenas tardes\n\nEl motivo de este mensaje es para avisarle que mañana viernes 4 de noviembre necesitamos pasar por Fany al colegio a la 1pm. esperamos contar con su apoyo. \n             \n                     Mil gracias, saludos cordiales.",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-07T02:39:11.013Z,cxfpcwfDgD,_User$JOlWb1fZ4S,Estudiantes$0e9vs8n6zp,tipoAnuncio$UvcbCWcRGE,,,2016-09-07T16:17:22.298Z,,,true,true,"Buenas noches, seguimos teniendo problemas con Dante de Kinder II; hoy presentamos formalmente nuestra queja con Miss Lala , pido por favor me den una cita con la C. MARIA ERIKA AGIS LECHUGA, ya que solicito tomen medidas contundentes en contra de la mala influencia e indisciplina de este niño; en caso contrario me veré en la necesidad de escalarlo legalmente a la supervisión escolar de la zona.\n\nEse tipo de personas no pueden llevar una sana convivencia dentro de esta institución, por lo que pongo a evaluación de ustedes el expulsar a este niño.\n\nSi requieren una carta firmada por los padres de Kinder II, con gusto la solicitare ya que no soy el único padre de familia en esta postura, considerando estamos pagando por recibir un servicio de calidad, valores y atención.\n\nAgradezco su atención, en espera de su contestación para la cita esta misma semana, pongo a su disposición mi correo scadena@jbcg.com y mi Celular 5585539056.\n\nAtte.\n\nSantiago Cadena\n ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-27T17:40:13.983Z,cykI7cdMLj,_User$2prODvgVi6,Estudiantes$puxZU5tR9I,tipoAnuncio$8RDIvLSSbA,,,2016-09-27T17:40:13.983Z,,,,true,"Buenas tardes\nLe informamos que ayer lunes 26 de septiembre su niño paso a clase muestra de expresión corporal, una pregunta, queremos saber si se va a quedar en este taller? \nYa que en la clase de TKD solo entran los niños de K2 y K3 para evitar accidentes con los más pequeños. \nEsperamos su respuesta. \nGracias \nDirección Preescolar ",,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-10-12T12:41:13.015Z,d0huNDFIP0,_User$ojzFGEIypo,Estudiantes$rknl5XUafU,tipoAnuncio$Kiot3adF10,*,ojzFGEIypo,2016-10-12T14:27:22.393Z,*,ojzFGEIypo,true,true,"Buenos días!  Primero necesito informarles que Valentina no a acudido a la escuela por que continúa enferma de la garganta, bajo tratamiento médico, esperamos pronto pueda reincorporarse a clases. Por otro lado, nos gustaría agendar cita para hoy a las 2pm para,  como ustedes nos informaron, poder hablar acerca de la evaluación escolar de Valentina. Espero su confirmación,  de antemano muchas gracias. ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-07T16:37:34.299Z,d5VT6cj0kN,_User$MAtAEAmBtq,Estudiantes$yR7yzlu7r6,tipoAnuncio$Kiot3adF10,,,2016-10-07T20:04:05.329Z,,,true,true,"Buen día Miss Lala, ya me puse de acuerdo con mi marido, nos podrá recibir el día jueves 13 a las 11:00am??\nYa también Ángel nos comentó de lo ocurrido ayer con su compañero y ya hablamos con el, q tiene q tomar sus decisiones q si no quiere jugar xq se asusta tiene q decir 😕",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-22T16:25:42.004Z,d5XsPRL4Mr,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-09-27T15:22:46.637Z,,,,true,"Buenos días Papitos: \n-Manual de español página 18.\n-Traza varias veces la letra ""E"", encierra la ""E"" de la palabra Elena y colorea. \n¡Gracias! \nMiss Carmelita ",2016-09-23T16:25:48.000Z,Pointer,grupo,YUlRLGut9k,Pointer,grupo,HxsN3Wf3WF,,,,,,,Español,
true,true,,,,,,,true,true,,,2016-11-08T23:47:39.451Z,dB8AYqsQXS,_User$rIJxILE6XL,Estudiantes$k9X7bxxVai,tipoAnuncio$8RDIvLSSbA,*,rIJxILE6XL,2016-11-08T23:47:39.451Z,*,rIJxILE6XL,,true,miss Lala 5 hojas de tareas  me parece mucho para un niño de cinco años que ya está 5 horas en la escuela \n. espero puedan tener en cuenta mi comentario . muchas gracias,,,,,,,,,,,,,,General,
